GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
TP53	0.9918411528041812	true	940	true	Set(CTBP1	any	RB1, CCNE1	any	RB1, RB1	any	TP53)	8.071327378683987
MYC	0.8461846354779123	true	-1	true	Set(MYC	any	RB1, CCNE1	any	RB1, BCAT1	any	MYC)	8.130963771577797
RB1	0.5078762319129523	true	-1	true	Set(MYC	any	RB1, CCNE1	any	RB1, BCAT1	any	MYC)	8.130963771577797
MAX	0.21978344737280187	true	-1	true	Set(MYC	any	TAF4B, MAX	any	TP53, MAX	any	TAF4B)	7.2139172007274475
BCL2L1	0.17025465826547748	true	-1	false	Set(BCL2L1	any	TP53, CCNE1	any	RB1, RB1	any	TP53)	7.7999517938360805
MCL1	0.15981379322774125	true	-1	false	Set(CTBP1	any	RB1, MCL1	any	TP53, RB1	any	TP53)	7.816811318960452
CCNE1	0.15967626090756137	true	-1	true	Set(MYC	any	RB1, CCNE1	any	RB1, BCAT1	any	MYC)	8.130963771577797
RNF144B	0.15711539850120837	true	-1	false	Set(RNF144B	any	TP53, MYC	any	RB1, RB1	any	TP53)	7.721818323279109
AKT1	0.15400481901669671	true	-1	true	Set(MYC	any	RB1, AKT1	any	MYC, CCNE1	any	RB1)	7.698809314816297
CCNB1	0.13811613904960773	true	-1	false	Set(CCNB1	any	MYC, MYC	any	RB1, CCNE1	any	RB1)	7.574790924417858
TAF9	0.12223949816047036	true	-1	false	Set(TAF9	any	TP53, CCNE1	any	RB1, RB1	any	TP53)	7.657359774971189
TERT	0.11853133767082091	true	-1	true	Set(MYC	any	TP53, MYC	any	TERT, MYC	any	SMARCA2)	7.790661640141925
BRCA1	0.11443460345592876	true	-1	true	Set(BRCA1	any	MYC, BRCA1	any	TP53, BRCA1	any	CCNE1)	7.5644796190484005
CTBP1	0.11279817958529947	true	-1	false	Set(CTBP1	any	RB1, CCNE1	any	RB1, RB1	any	TP53)	8.071327378683987
NFYC	0.10694277600052948	true	-1	false	Set(CCNE1	any	RB1, RB1	any	TP53, NFYC	any	TP53)	7.29972820888781
SMARCA2	0.10682809038743746	true	-1	false	Set(CCNE1	any	RB1, RB1	any	SMARCA2, RB1	any	TP53)	7.960816745324245
STK11	0.10433279182355953	true	-1	true	Set(MYC	any	TP53, MYC	any	STK11, BCAT1	any	MYC)	7.686427790919404
BCAT1	0.10314836259354893	true	-1	false	Set(MYC	any	RB1, CCNE1	any	RB1, BCAT1	any	MYC)	8.130963771577797
TK1	0.09927769023438282	true	-1	false	Set(MYC	any	TP53, RNF144B	any	TP53, TK1	any	TP53)	7.160833458055891
TRIM28	0.0956114975618817	true	-1	false	Set(TP53	any	TRIM28, CCNE1	any	RB1, RB1	any	TP53)	7.7386942338559
TFDP1	0.0947974105552109	true	-1	true	Set(MYC	any	TP53, TFDP1	any	TP53, CCNE1	any	TFDP1)	7.345127202525644
SFN	0.09305442947980136	true	-1	false	Set(MYC	any	RB1, RB1	any	TP53, SFN	any	TP53)	7.737451749287295
TBP	0.09269693714268962	true	-1	false	Set(RB1	any	TBP, MYC	any	RB1, CCNE1	any	RB1)	7.837867058295176
SCAMP1	0.0918981823270813	true	-1	false	Set(MYC	any	RB1, SCAMP1	any	TP53, RB1	any	TP53)	7.3092739455874804
BAX	0.09100099350100493	true	-1	true	Set(BAX	any	MYC, BAX	any	TP53, MYC	any	TAF4B)	7.4702872231564275
PTEN	0.09067573643314081	true	-1	true	Set(PTEN	any	TP53, AKT1	any	MCL1, MCL1	any	TP53)	7.384241207808403
UBE2I	0.09010941436210224	true	-1	false	Set(TRIP13	any	UBE2I, TP53	any	UBE2I, ARSA	any	TRIP13)	7.2888632537592635
HIF1A	0.08927015818756551	true	-1	true	Set(HIF1A	any	TERT, MYC	any	TERT, HIF1A	any	TP53)	7.1662186957853065
SKP2	0.08638290086344935	true	-1	true	Set(SKP2	any	TP53, RB1	any	SKP2, CCNE1	any	RB1)	7.29972820888781
PMS2	0.08635312232006481	true	-1	true	Set(PMS2	any	TP53, CCNE1	any	RB1, RB1	any	TP53)	7.848102588320964
ATF2	0.0855773230519522	true	-1	false	Set(ATF2	any	RB1, CCNE1	any	RB1, RB1	any	TP53)	7.546259998220778
XRCC6	0.08427578322119705	true	-1	false	Set(TERT	any	XRCC6, TP53	any	XRCC6, XRCC6	any	ZNF512B)	7.359949217423864
EGFR	0.08357538740879161	true	-1	true	Set(EGFR	any	TP53, CCNE1	any	RB1, RB1	any	TP53)	7.639392694053954
LIF	0.08303766677000052	true	-1	false	Set(MYC	any	TP53, MYC	any	TAF4B, LIF	any	TP53)	7.601293540205927
COL18A1	0.08274582721884449	true	-1	false	Set(CTBP1	any	RB1, COL18A1	any	TP53, RB1	any	TP53)	7.537786119065629
SCN3B	0.08185567522729909	true	-1	false	Set(RNF144B	any	TP53, SCN3B	any	TP53, RB1	any	TP53)	7.449979194041867
PPP1CA	0.08117828765200241	true	-1	false	Set(PPP1CA	any	TP53, MCL1	any	TP53, HEYL	any	PPP1CA)	6.970593319113091
ATF3	0.08104475516434345	true	-1	false	Set(MYC	any	TP53, RNF144B	any	TP53, ATF3	any	TP53)	7.5196065885333745
SMYD2	0.07977186476641507	true	-1	false	Set(CCNE1	any	RB1, SMYD2	any	TP53, RB1	any	TP53)	7.830869693486445
GSK3B	0.07926374801128516	true	-1	false	Set(MYC	any	TP53, MYC	any	SMARCA2, GSK3B	any	MYC)	7.154735591177326
TP53I3	0.07770454448404968	true	-1	false	Set(MYC	any	TP53, TP53	any	TP53I3, MYC	any	TAF4B)	7.552504715988953
PLK3	0.07483387559772892	true	-1	false	Set(MYC	any	TP53, CCNE1	any	PLK3, PLK3	any	TP53)	7.348942033718183
TRIP13	0.07394508691092616	true	-1	false	Set(ARSA	any	TRIP13, PLK3	any	TRIP13, PLK3	any	TP53)	7.2888632537592635
TSC2	0.07297898328048757	true	-1	true	Set(MYC	any	TP53, TP53	any	TSC2, MYC	any	TAF4B)	7.487628360019222
TAF4B	0.07177886778795062	true	-1	false	Set(MYC	any	TP53, MYC	any	TAF4B, MYC	any	SMARCA2)	7.8555844623488635
JUN	0.07126332763546916	true	-1	true	Set(JUN	any	TP53, JUN	any	MACF1, JUN	any	MYC)	7.322804404907492
APC	0.07106772318313531	true	-1	true	Set(APC	any	TP53, CCNE1	any	RB1, RB1	any	TP53)	7.270162786700902
ATM	0.0706642372630919	true	-1	true	Set(MYC	any	TP53, MYC	any	TAF4B, ATM	any	TP53)	7.577509159532929
CDKN1A	0.06917035558329526	true	-1	true	Set(CDKN1A	any	RB1, CCNE1	any	RB1, RB1	any	TP53)	7.29972820888781
CSE1L	0.06893427825817267	true	-1	false	Set(CSE1L	any	TP53, CCNE1	any	RB1, RB1	any	TP53)	7.29972820888781
SIK1	0.06593884991405397	true	-1	false	Set(MYC	any	TP53, SIK1	any	TP53, MYC	any	TERT)	7.429937960681446
TRAF2	0.06445886334249268	true	-1	false	Set(TNFRSF10A	any	TRAF2, MYC	any	TP53, TNFRSF10A	any	TP53)	7.036544474407186
PIK3R1	0.06378626881729238	true	-1	true	Set(BCL2L1	any	TP53, BCL2L1	any	PIK3R1, BRD4	any	PIK3R1)	7.48003553701874
USP7	0.063370181079279	true	-1	false	Set(TP53	any	USP7, CCNE1	any	RB1, RB1	any	TP53)	7.530039571872042
MLH1	0.06321403749957283	true	-1	true	Set(MYC	any	TP53, RNF144B	any	TP53, MLH1	any	TP53)	7.153431258308073
CTNNB1	0.06303760500868394	true	-1	true	Set(MYC	any	TP53, CTNNB1	any	MYC, CTNNB1	any	CUL1)	7.094954262502307
ZNF512B	0.06281305678769256	true	-1	false	Set(TERT	any	XRCC6, TP53	any	XRCC6, XRCC6	any	ZNF512B)	7.359949217423864
PRMT1	0.062153441390349895	true	-1	false	Set(PRMT1	any	TP53, CCNE1	any	RB1, RB1	any	TP53)	7.29972820888781
CREB3	0.06146372681069717	true	-1	false	Set(BCL2L1	any	TP53, MYC	any	TP53, BCL2L1	any	CREB3)	7.024782634196793
JMY	0.060818463110299426	true	-1	false	Set(MYC	any	TP53, MYC	any	TAF4B, JMY	any	TP53)	7.4027162611573205
MTA1	0.06031377631255297	true	-1	false	Set(MYC	any	RB1, MTA1	any	MYC, RB1	any	TP53)	7.6486409352016045
CDC42	0.05822335800895817	true	-1	true	Set(MYC	any	TP53, CDC42	any	TP53, CDC42	any	MAPK11)	7.271759954841459
CREBBP	0.05803674043988566	true	-1	true	Set(MYC	any	RB1, RB1	any	TP53, CREBBP	any	MYC)	7.626527097058621
DKK1	0.05769280538763227	true	-1	false	Set(DKK1	any	TP53, DKK1	any	MYC, BCAT1	any	MYC)	7.195211431382387
NGFR	0.057371644396185695	true	-1	false	Set(MYC	any	TP53, MYC	any	TAF4B, NGFR	any	TP53)	7.486407612641503
TRRAP	0.0559309492599388	true	-1	true	Set(MYC	any	RB1, CCNE1	any	RB1, MYC	any	TRRAP)	7.2880360000686935
SMAD4	0.05590021283509483	true	-1	true	Set(MYC	any	SMAD4, MYC	any	RB1, RB1	any	TP53)	7.147642729002471
DUSP5	0.05480241921407264	true	-1	false	Set(MYC	any	TP53, MYC	any	TERT, DUSP5	any	TP53)	7.410751739538015
UBE3A	0.05474374682488481	true	-1	false	Set(MYC	any	TP53, MYC	any	TERT, TERT	any	UBE3A)	7.4711623343911056
ZNF274	0.05473092722086126	true	-1	false	Set(TP53	any	ZNF274, MYC	any	RB1, RB1	any	TP53)	7.429100482183309
SP1	0.05456010620291385	true	-1	false	Set(SP1	any	TP53, MYC	any	TAF4B, MYC	any	SP1)	7.240068807671685
RCC1	0.05379334228559729	true	-1	false	Set(RCC1	any	TP53, MYC	any	TAF4B, MYC	any	RCC1)	7.240068807671685
MAPK14	0.05337200994968816	true	-1	false	Set(MYC	any	RB1, RB1	any	TP53, MAPK14	any	TP53)	7.140236199209742
PIN1	0.05336465455682088	true	-1	false	Set(MYC	any	TP53, PIN1	any	TP53, MYC	any	SMARCA2)	7.154735591177326
